max distance,Trial Number, Time Step, Mean Correct Belief (All) 
30,0,50,0.94666666
30,0,100,0.9533333
30,0,150,0.96
30,0,200,0.96666664
30,0,250,0.96666664
30,0,300,0.96666664
30,0,350,0.96666664
30,0,400,0.96666664
30,0,450,0.96666664
30,0,500,0.96666664
30,0,550,0.96666664
30,0,600,0.96666664
30,0,650,0.96666664
30,0,700,0.96666664
30,0,750,0.97333336
30,0,800,0.97333336
30,0,850,0.97333336
30,0,900,0.98
30,0,950,0.98
30,0,1000,0.98
30,0,1050,0.98
30,0,1100,0.98
30,0,1150,0.98
30,0,1200,0.98
30,0,1250,0.9866667
30,0,1300,0.9866667
30,0,1350,0.9866667
30,0,1400,0.9866667
30,0,1450,0.99333334
30,0,1500,0.99333334
30,0,1550,0.99333334
30,0,1600,0.99333334
30,0,1650,0.9866667
30,0,1700,0.9866667
30,0,1750,0.9866667
30,0,1800,0.9866667
30,0,1850,0.9866667
30,0,1900,0.9866667
30,0,1950,0.9866667
30,0,2000,0.9866667
30,0,2050,0.9866667
30,0,2100,0.9866667
30,0,2150,0.9866667
30,0,2200,0.99333334
30,0,2250,0.99333334
30,0,2300,0.99333334
30,0,2350,0.99333334
30,0,2400,0.99333334
30,0,2450,0.99333334
30,0,2500,0.99333334
30,0,2550,0.99333334
30,0,2600,0.99333334
30,0,2650,0.99333334
30,0,2700,0.99333334
30,0,2750,0.99333334
30,0,2800,0.99333334
30,0,2850,0.99333334
30,0,2900,0.99333334
30,0,2950,0.99333334
30,0,3000,0.99333334
30,0,3050,0.99333334
30,0,3100,1
30,0,3150,1
30,0,3200,1
30,0,3250,1
30,0,3300,1
30,0,3350,1
30,0,3400,1
30,0,3450,1
30,0,3500,1
30,0,3550,1
30,0,3600,1
30,0,3650,1
30,0,3700,1
30,0,3750,1
30,0,3800,1
30,0,3850,1
30,0,3900,1
30,0,3950,1
30,0,4000,1
30,0,4050,1
30,0,4100,1
30,0,4150,1
30,0,4200,1
30,0,4250,1
30,0,4300,1
30,0,4350,1
30,0,4400,1
30,0,4450,1
30,0,4500,1
30,0,4550,1
30,0,4600,1
30,0,4650,1
30,0,4700,1
30,0,4750,1
30,0,4800,1
30,0,4850,1
30,0,4900,1
30,0,4950,1
30,0,5000,1
30,1,50,0.91333336
30,1,100,0.93333334
30,1,150,0.9533333
30,1,200,0.96
30,1,250,0.96
30,1,300,0.96
30,1,350,0.96
30,1,400,0.96
30,1,450,0.96
30,1,500,0.97333336
30,1,550,0.97333336
30,1,600,0.97333336
30,1,650,0.97333336
30,1,700,0.98
30,1,750,0.98
30,1,800,0.9866667
30,1,850,0.9866667
30,1,900,0.9866667
30,1,950,0.9866667
30,1,1000,0.9866667
30,1,1050,0.9866667
30,1,1100,0.99333334
30,1,1150,0.99333334
30,1,1200,0.99333334
30,1,1250,0.99333334
30,1,1300,0.99333334
30,1,1350,0.99333334
30,1,1400,0.99333334
30,1,1450,0.99333334
30,1,1500,0.99333334
30,1,1550,0.99333334
30,1,1600,0.99333334
30,1,1650,0.99333334
30,1,1700,0.99333334
30,1,1750,0.99333334
30,1,1800,0.99333334
30,1,1850,0.99333334
30,1,1900,1
30,1,1950,1
30,1,2000,1
30,1,2050,1
30,1,2100,1
30,1,2150,1
30,1,2200,1
30,1,2250,1
30,1,2300,1
30,1,2350,1
30,1,2400,1
30,1,2450,1
30,1,2500,1
30,1,2550,1
30,1,2600,1
30,1,2650,1
30,1,2700,1
30,1,2750,1
30,1,2800,1
30,1,2850,1
30,1,2900,1
30,1,2950,1
30,1,3000,1
30,1,3050,1
30,1,3100,1
30,1,3150,1
30,1,3200,1
30,1,3250,1
30,1,3300,1
30,1,3350,1
30,1,3400,1
30,1,3450,1
30,1,3500,1
30,1,3550,1
30,1,3600,1
30,1,3650,1
30,1,3700,1
30,1,3750,1
30,1,3800,1
30,1,3850,1
30,1,3900,1
30,1,3950,1
30,1,4000,1
30,1,4050,1
30,1,4100,1
30,1,4150,1
30,1,4200,1
30,1,4250,1
30,1,4300,1
30,1,4350,1
30,1,4400,1
30,1,4450,1
30,1,4500,1
30,1,4550,0.99333334
30,1,4600,0.99333334
30,1,4650,0.99333334
30,1,4700,0.99333334
30,1,4750,0.99333334
30,1,4800,0.99333334
30,1,4850,0.99333334
30,1,4900,0.99333334
30,1,4950,0.99333334
30,1,5000,0.99333334
30,2,50,0.9066667
30,2,100,0.91333336
30,2,150,0.9266667
30,2,200,0.94
30,2,250,0.94
30,2,300,0.94666666
30,2,350,0.96
30,2,400,0.96
30,2,450,0.96
30,2,500,0.96666664
30,2,550,0.96666664
30,2,600,0.96666664
30,2,650,0.97333336
30,2,700,0.97333336
30,2,750,0.9866667
30,2,800,0.9866667
30,2,850,0.99333334
30,2,900,0.99333334
30,2,950,0.99333334
30,2,1000,0.99333334
30,2,1050,0.99333334
30,2,1100,0.99333334
30,2,1150,0.99333334
30,2,1200,0.99333334
30,2,1250,0.99333334
30,2,1300,0.99333334
30,2,1350,0.99333334
30,2,1400,0.99333334
30,2,1450,0.99333334
30,2,1500,0.99333334
30,2,1550,0.99333334
30,2,1600,1
30,2,1650,1
30,2,1700,1
30,2,1750,1
30,2,1800,1
30,2,1850,1
30,2,1900,1
30,2,1950,1
30,2,2000,1
30,2,2050,1
30,2,2100,1
30,2,2150,1
30,2,2200,1
30,2,2250,1
30,2,2300,1
30,2,2350,1
30,2,2400,1
30,2,2450,1
30,2,2500,1
30,2,2550,1
30,2,2600,1
30,2,2650,1
30,2,2700,1
30,2,2750,1
30,2,2800,1
30,2,2850,1
30,2,2900,1
30,2,2950,1
30,2,3000,1
30,2,3050,1
30,2,3100,1
30,2,3150,1
30,2,3200,1
30,2,3250,1
30,2,3300,1
30,2,3350,1
30,2,3400,1
30,2,3450,1
30,2,3500,1
30,2,3550,1
30,2,3600,1
30,2,3650,1
30,2,3700,1
30,2,3750,1
30,2,3800,1
30,2,3850,1
30,2,3900,1
30,2,3950,1
30,2,4000,1
30,2,4050,1
30,2,4100,1
30,2,4150,1
30,2,4200,1
30,2,4250,1
30,2,4300,1
30,2,4350,1
30,2,4400,1
30,2,4450,1
30,2,4500,1
30,2,4550,1
30,2,4600,1
30,2,4650,1
30,2,4700,1
30,2,4750,1
30,2,4800,1
30,2,4850,1
30,2,4900,1
30,2,4950,1
30,2,5000,1
30,3,50,0.9266667
30,3,100,0.93333334
30,3,150,0.94
30,3,200,0.94666666
30,3,250,0.96
30,3,300,0.96
30,3,350,0.96
30,3,400,0.96
30,3,450,0.96666664
30,3,500,0.96666664
30,3,550,0.96666664
30,3,600,0.96666664
30,3,650,0.97333336
30,3,700,0.98
30,3,750,0.98
30,3,800,0.98
30,3,850,0.98
30,3,900,0.98
30,3,950,0.98
30,3,1000,0.98
30,3,1050,0.98
30,3,1100,0.98
30,3,1150,0.98
30,3,1200,0.98
30,3,1250,0.98
30,3,1300,0.98
30,3,1350,0.98
30,3,1400,0.98
30,3,1450,0.98
30,3,1500,0.9866667
30,3,1550,0.9866667
30,3,1600,0.9866667
30,3,1650,0.9866667
30,3,1700,0.9866667
30,3,1750,0.9866667
30,3,1800,0.9866667
30,3,1850,0.9866667
30,3,1900,0.9866667
30,3,1950,0.9866667
30,3,2000,0.9866667
30,3,2050,0.9866667
30,3,2100,0.99333334
30,3,2150,0.99333334
30,3,2200,0.99333334
30,3,2250,0.99333334
30,3,2300,0.99333334
30,3,2350,0.99333334
30,3,2400,0.99333334
30,3,2450,0.99333334
30,3,2500,1
30,3,2550,1
30,3,2600,1
30,3,2650,1
30,3,2700,1
30,3,2750,1
30,3,2800,1
30,3,2850,1
30,3,2900,1
30,3,2950,1
30,3,3000,1
30,3,3050,1
30,3,3100,1
30,3,3150,1
30,3,3200,1
30,3,3250,1
30,3,3300,1
30,3,3350,1
30,3,3400,1
30,3,3450,1
30,3,3500,1
30,3,3550,1
30,3,3600,1
30,3,3650,1
30,3,3700,1
30,3,3750,1
30,3,3800,1
30,3,3850,1
30,3,3900,1
30,3,3950,1
30,3,4000,1
30,3,4050,1
30,3,4100,1
30,3,4150,1
30,3,4200,1
30,3,4250,1
30,3,4300,1
30,3,4350,1
30,3,4400,1
30,3,4450,1
30,3,4500,1
30,3,4550,1
30,3,4600,1
30,3,4650,1
30,3,4700,1
30,3,4750,1
30,3,4800,1
30,3,4850,1
30,3,4900,1
30,3,4950,1
30,3,5000,1
30,4,50,0.9066667
30,4,100,0.9266667
30,4,150,0.9266667
30,4,200,0.9266667
30,4,250,0.93333334
30,4,300,0.93333334
30,4,350,0.93333334
30,4,400,0.93333334
30,4,450,0.93333334
30,4,500,0.94666666
30,4,550,0.94666666
30,4,600,0.96
30,4,650,0.96
30,4,700,0.96
30,4,750,0.96
30,4,800,0.96
30,4,850,0.96
30,4,900,0.96666664
30,4,950,0.96666664
30,4,1000,0.96666664
30,4,1050,0.97333336
30,4,1100,0.97333336
30,4,1150,0.97333336
30,4,1200,0.98
30,4,1250,0.9866667
30,4,1300,0.9866667
30,4,1350,0.9866667
30,4,1400,0.9866667
30,4,1450,0.9866667
30,4,1500,0.9866667
30,4,1550,0.9866667
30,4,1600,0.99333334
30,4,1650,0.99333334
30,4,1700,0.99333334
30,4,1750,0.99333334
30,4,1800,0.99333334
30,4,1850,0.99333334
30,4,1900,0.99333334
30,4,1950,0.99333334
30,4,2000,0.99333334
30,4,2050,0.99333334
30,4,2100,0.99333334
30,4,2150,0.99333334
30,4,2200,0.99333334
30,4,2250,0.99333334
30,4,2300,0.99333334
30,4,2350,0.99333334
30,4,2400,0.99333334
30,4,2450,0.99333334
30,4,2500,0.99333334
30,4,2550,0.99333334
30,4,2600,0.99333334
30,4,2650,0.99333334
30,4,2700,0.99333334
30,4,2750,0.99333334
30,4,2800,0.99333334
30,4,2850,0.99333334
30,4,2900,0.99333334
30,4,2950,0.99333334
30,4,3000,0.99333334
30,4,3050,0.99333334
30,4,3100,0.99333334
30,4,3150,0.99333334
30,4,3200,0.99333334
30,4,3250,0.99333334
30,4,3300,0.99333334
30,4,3350,0.99333334
30,4,3400,0.99333334
30,4,3450,0.99333334
30,4,3500,0.99333334
30,4,3550,0.99333334
30,4,3600,0.99333334
30,4,3650,0.99333334
30,4,3700,0.99333334
30,4,3750,0.99333334
30,4,3800,0.99333334
30,4,3850,0.99333334
30,4,3900,0.99333334
30,4,3950,0.99333334
30,4,4000,0.99333334
30,4,4050,0.99333334
30,4,4100,0.99333334
30,4,4150,0.99333334
30,4,4200,0.99333334
30,4,4250,0.99333334
30,4,4300,0.99333334
30,4,4350,0.99333334
30,4,4400,0.99333334
30,4,4450,0.99333334
30,4,4500,0.99333334
30,4,4550,0.99333334
30,4,4600,0.99333334
30,4,4650,0.99333334
30,4,4700,0.99333334
30,4,4750,0.99333334
30,4,4800,0.99333334
30,4,4850,0.99333334
30,4,4900,0.99333334
30,4,4950,0.99333334
30,4,5000,0.99333334
30,5,50,0.92
30,5,100,0.9266667
30,5,150,0.9266667
30,5,200,0.94666666
30,5,250,0.96
30,5,300,0.96
30,5,350,0.96
30,5,400,0.96
30,5,450,0.96
30,5,500,0.96
30,5,550,0.96666664
30,5,600,0.96666664
30,5,650,0.96666664
30,5,700,0.96666664
30,5,750,0.96666664
30,5,800,0.96666664
30,5,850,0.96666664
30,5,900,0.96666664
30,5,950,0.96666664
30,5,1000,0.97333336
30,5,1050,0.97333336
30,5,1100,0.97333336
30,5,1150,0.97333336
30,5,1200,0.97333336
30,5,1250,0.98
30,5,1300,0.9866667
30,5,1350,0.9866667
30,5,1400,0.99333334
30,5,1450,0.99333334
30,5,1500,0.99333334
30,5,1550,0.99333334
30,5,1600,0.99333334
30,5,1650,0.99333334
30,5,1700,1
30,5,1750,1
30,5,1800,1
30,5,1850,1
30,5,1900,1
30,5,1950,1
30,5,2000,1
30,5,2050,1
30,5,2100,1
30,5,2150,1
30,5,2200,1
30,5,2250,1
30,5,2300,1
30,5,2350,1
30,5,2400,1
30,5,2450,1
30,5,2500,1
30,5,2550,1
30,5,2600,1
30,5,2650,1
30,5,2700,1
30,5,2750,1
30,5,2800,1
30,5,2850,1
30,5,2900,1
30,5,2950,1
30,5,3000,1
30,5,3050,1
30,5,3100,1
30,5,3150,1
30,5,3200,1
30,5,3250,1
30,5,3300,1
30,5,3350,1
30,5,3400,1
30,5,3450,1
30,5,3500,1
30,5,3550,1
30,5,3600,1
30,5,3650,1
30,5,3700,1
30,5,3750,1
30,5,3800,1
30,5,3850,1
30,5,3900,1
30,5,3950,1
30,5,4000,1
30,5,4050,1
30,5,4100,1
30,5,4150,1
30,5,4200,1
30,5,4250,1
30,5,4300,1
30,5,4350,1
30,5,4400,1
30,5,4450,1
30,5,4500,1
30,5,4550,1
30,5,4600,1
30,5,4650,1
30,5,4700,1
30,5,4750,1
30,5,4800,1
30,5,4850,0.99333334
30,5,4900,0.99333334
30,5,4950,0.99333334
30,5,5000,0.99333334
30,6,50,0.96666664
30,6,100,0.97333336
30,6,150,0.9866667
30,6,200,0.9866667
30,6,250,0.99333334
30,6,300,0.99333334
30,6,350,1
30,6,400,1
30,6,450,1
30,6,500,1
30,6,550,1
30,6,600,1
30,6,650,1
30,6,700,1
30,6,750,1
30,6,800,1
30,6,850,1
30,6,900,1
30,6,950,1
30,6,1000,1
30,6,1050,1
30,6,1100,1
30,6,1150,1
30,6,1200,1
30,6,1250,1
30,6,1300,1
30,6,1350,1
30,6,1400,1
30,6,1450,1
30,6,1500,1
30,6,1550,1
30,6,1600,1
30,6,1650,1
30,6,1700,1
30,6,1750,1
30,6,1800,1
30,6,1850,1
30,6,1900,1
30,6,1950,1
30,6,2000,1
30,6,2050,1
30,6,2100,1
30,6,2150,1
30,6,2200,0.99333334
30,6,2250,0.99333334
30,6,2300,0.99333334
30,6,2350,1
30,6,2400,1
30,6,2450,1
30,6,2500,1
30,6,2550,1
30,6,2600,1
30,6,2650,1
30,6,2700,1
30,6,2750,1
30,6,2800,1
30,6,2850,1
30,6,2900,1
30,6,2950,1
30,6,3000,1
30,6,3050,1
30,6,3100,1
30,6,3150,1
30,6,3200,1
30,6,3250,1
30,6,3300,1
30,6,3350,1
30,6,3400,1
30,6,3450,1
30,6,3500,1
30,6,3550,1
30,6,3600,1
30,6,3650,1
30,6,3700,1
30,6,3750,1
30,6,3800,1
30,6,3850,1
30,6,3900,1
30,6,3950,1
30,6,4000,1
30,6,4050,1
30,6,4100,1
30,6,4150,1
30,6,4200,1
30,6,4250,1
30,6,4300,1
30,6,4350,1
30,6,4400,1
30,6,4450,1
30,6,4500,1
30,6,4550,1
30,6,4600,1
30,6,4650,1
30,6,4700,1
30,6,4750,1
30,6,4800,1
30,6,4850,1
30,6,4900,1
30,6,4950,1
30,6,5000,1
30,7,50,0.92
30,7,100,0.93333334
30,7,150,0.93333334
30,7,200,0.9533333
30,7,250,0.9533333
30,7,300,0.96666664
30,7,350,0.96666664
30,7,400,0.96666664
30,7,450,0.96666664
30,7,500,0.96666664
30,7,550,0.97333336
30,7,600,0.97333336
30,7,650,0.97333336
30,7,700,0.97333336
30,7,750,0.98
30,7,800,0.98
30,7,850,0.9866667
30,7,900,0.9866667
30,7,950,0.9866667
30,7,1000,0.9866667
30,7,1050,0.9866667
30,7,1100,0.9866667
30,7,1150,0.99333334
30,7,1200,0.99333334
30,7,1250,1
30,7,1300,1
30,7,1350,1
30,7,1400,1
30,7,1450,1
30,7,1500,1
30,7,1550,1
30,7,1600,1
30,7,1650,1
30,7,1700,1
30,7,1750,1
30,7,1800,1
30,7,1850,1
30,7,1900,1
30,7,1950,1
30,7,2000,1
30,7,2050,1
30,7,2100,1
30,7,2150,1
30,7,2200,1
30,7,2250,1
30,7,2300,1
30,7,2350,1
30,7,2400,1
30,7,2450,1
30,7,2500,1
30,7,2550,1
30,7,2600,1
30,7,2650,1
30,7,2700,1
30,7,2750,1
30,7,2800,1
30,7,2850,1
30,7,2900,1
30,7,2950,1
30,7,3000,1
30,7,3050,1
30,7,3100,1
30,7,3150,1
30,7,3200,1
30,7,3250,1
30,7,3300,1
30,7,3350,1
30,7,3400,1
30,7,3450,1
30,7,3500,1
30,7,3550,1
30,7,3600,1
30,7,3650,1
30,7,3700,1
30,7,3750,1
30,7,3800,1
30,7,3850,1
30,7,3900,1
30,7,3950,1
30,7,4000,1
30,7,4050,1
30,7,4100,1
30,7,4150,1
30,7,4200,1
30,7,4250,1
30,7,4300,1
30,7,4350,1
30,7,4400,1
30,7,4450,1
30,7,4500,1
30,7,4550,1
30,7,4600,1
30,7,4650,1
30,7,4700,1
30,7,4750,1
30,7,4800,1
30,7,4850,1
30,7,4900,1
30,7,4950,1
30,7,5000,1
30,8,50,0.91333336
30,8,100,0.92
30,8,150,0.93333334
30,8,200,0.94666666
30,8,250,0.9533333
30,8,300,0.96
30,8,350,0.96
30,8,400,0.96666664
30,8,450,0.96666664
30,8,500,0.96666664
30,8,550,0.96666664
30,8,600,0.96666664
30,8,650,0.96666664
30,8,700,0.97333336
30,8,750,0.97333336
30,8,800,0.97333336
30,8,850,0.97333336
30,8,900,0.98
30,8,950,0.9866667
30,8,1000,0.9866667
30,8,1050,0.9866667
30,8,1100,0.99333334
30,8,1150,0.99333334
30,8,1200,0.99333334
30,8,1250,0.99333334
30,8,1300,0.99333334
30,8,1350,0.99333334
30,8,1400,0.99333334
30,8,1450,0.99333334
30,8,1500,0.99333334
30,8,1550,0.99333334
30,8,1600,0.99333334
30,8,1650,0.99333334
30,8,1700,0.99333334
30,8,1750,0.99333334
30,8,1800,0.99333334
30,8,1850,0.99333334
30,8,1900,0.99333334
30,8,1950,0.99333334
30,8,2000,0.99333334
30,8,2050,0.99333334
30,8,2100,0.99333334
30,8,2150,0.99333334
30,8,2200,0.99333334
30,8,2250,0.99333334
30,8,2300,0.99333334
30,8,2350,1
30,8,2400,1
30,8,2450,1
30,8,2500,1
30,8,2550,1
30,8,2600,1
30,8,2650,1
30,8,2700,1
30,8,2750,1
30,8,2800,1
30,8,2850,1
30,8,2900,1
30,8,2950,1
30,8,3000,1
30,8,3050,1
30,8,3100,1
30,8,3150,1
30,8,3200,1
30,8,3250,1
30,8,3300,1
30,8,3350,1
30,8,3400,1
30,8,3450,1
30,8,3500,1
30,8,3550,1
30,8,3600,1
30,8,3650,1
30,8,3700,1
30,8,3750,1
30,8,3800,1
30,8,3850,1
30,8,3900,1
30,8,3950,1
30,8,4000,1
30,8,4050,1
30,8,4100,1
30,8,4150,1
30,8,4200,1
30,8,4250,1
30,8,4300,1
30,8,4350,1
30,8,4400,1
30,8,4450,1
30,8,4500,1
30,8,4550,1
30,8,4600,1
30,8,4650,1
30,8,4700,1
30,8,4750,1
30,8,4800,1
30,8,4850,1
30,8,4900,1
30,8,4950,1
30,8,5000,1
30,9,50,0.88
30,9,100,0.88
30,9,150,0.88666666
30,9,200,0.9066667
30,9,250,0.92
30,9,300,0.93333334
30,9,350,0.94666666
30,9,400,0.94666666
30,9,450,0.9533333
30,9,500,0.96
30,9,550,0.96
30,9,600,0.96666664
30,9,650,0.98
30,9,700,0.98
30,9,750,0.98
30,9,800,0.98
30,9,850,0.98
30,9,900,0.98
30,9,950,0.98
30,9,1000,0.98
30,9,1050,0.9866667
30,9,1100,0.9866667
30,9,1150,0.9866667
30,9,1200,0.9866667
30,9,1250,0.9866667
30,9,1300,0.9866667
30,9,1350,0.9866667
30,9,1400,0.9866667
30,9,1450,0.99333334
30,9,1500,0.99333334
30,9,1550,0.99333334
30,9,1600,0.99333334
30,9,1650,0.99333334
30,9,1700,0.99333334
30,9,1750,0.99333334
30,9,1800,0.99333334
30,9,1850,0.99333334
30,9,1900,0.99333334
30,9,1950,0.99333334
30,9,2000,0.99333334
30,9,2050,0.99333334
30,9,2100,0.99333334
30,9,2150,0.99333334
30,9,2200,0.99333334
30,9,2250,0.99333334
30,9,2300,0.99333334
30,9,2350,0.99333334
30,9,2400,0.99333334
30,9,2450,1
30,9,2500,1
30,9,2550,0.99333334
30,9,2600,0.99333334
30,9,2650,0.99333334
30,9,2700,0.99333334
30,9,2750,0.99333334
30,9,2800,0.99333334
30,9,2850,0.99333334
30,9,2900,0.99333334
30,9,2950,0.99333334
30,9,3000,0.99333334
30,9,3050,0.99333334
30,9,3100,0.99333334
30,9,3150,0.99333334
30,9,3200,0.99333334
30,9,3250,0.99333334
30,9,3300,1
30,9,3350,1
30,9,3400,1
30,9,3450,1
30,9,3500,1
30,9,3550,1
30,9,3600,1
30,9,3650,1
30,9,3700,1
30,9,3750,1
30,9,3800,1
30,9,3850,1
30,9,3900,1
30,9,3950,1
30,9,4000,1
30,9,4050,1
30,9,4100,1
30,9,4150,1
30,9,4200,1
30,9,4250,1
30,9,4300,1
30,9,4350,1
30,9,4400,1
30,9,4450,1
30,9,4500,1
30,9,4550,1
30,9,4600,1
30,9,4650,1
30,9,4700,1
30,9,4750,1
30,9,4800,1
30,9,4850,1
30,9,4900,1
30,9,4950,1
30,9,5000,1
50,0,50,0.68666667
50,0,100,0.68666667
50,0,150,0.68
50,0,200,0.70666665
50,0,250,0.7266667
50,0,300,0.73333335
50,0,350,0.73333335
50,0,400,0.74
50,0,450,0.76
50,0,500,0.76
50,0,550,0.74666667
50,0,600,0.74
50,0,650,0.74
50,0,700,0.74666667
50,0,750,0.74666667
50,0,800,0.76666665
50,0,850,0.78
50,0,900,0.7733333
50,0,950,0.7866667
50,0,1000,0.7866667
50,0,1050,0.79333335
50,0,1100,0.79333335
50,0,1150,0.8
50,0,1200,0.8066667
50,0,1250,0.8066667
50,0,1300,0.8066667
50,0,1350,0.8066667
50,0,1400,0.81333333
50,0,1450,0.81333333
50,0,1500,0.82
50,0,1550,0.82
50,0,1600,0.85333335
50,0,1650,0.85333335
50,0,1700,0.8466667
50,0,1750,0.85333335
50,0,1800,0.85333335
50,0,1850,0.85333335
50,0,1900,0.85333335
50,0,1950,0.86
50,0,2000,0.86
50,0,2050,0.8666667
50,0,2100,0.87333333
50,0,2150,0.88
50,0,2200,0.88666666
50,0,2250,0.8933333
50,0,2300,0.9
50,0,2350,0.8933333
50,0,2400,0.88666666
50,0,2450,0.8933333
50,0,2500,0.8933333
50,0,2550,0.8933333
50,0,2600,0.8933333
50,0,2650,0.9
50,0,2700,0.9
50,0,2750,0.9066667
50,0,2800,0.9066667
50,0,2850,0.9066667
50,0,2900,0.9066667
50,0,2950,0.9066667
50,0,3000,0.9066667
50,0,3050,0.9066667
50,0,3100,0.9066667
50,0,3150,0.91333336
50,0,3200,0.91333336
50,0,3250,0.91333336
50,0,3300,0.91333336
50,0,3350,0.91333336
50,0,3400,0.91333336
50,0,3450,0.91333336
50,0,3500,0.91333336
50,0,3550,0.92
50,0,3600,0.9266667
50,0,3650,0.92
50,0,3700,0.91333336
50,0,3750,0.91333336
50,0,3800,0.9066667
50,0,3850,0.9066667
50,0,3900,0.91333336
50,0,3950,0.92
50,0,4000,0.92
50,0,4050,0.92
50,0,4100,0.92
50,0,4150,0.92
50,0,4200,0.92
50,0,4250,0.92
50,0,4300,0.92
50,0,4350,0.92
50,0,4400,0.92
50,0,4450,0.92
50,0,4500,0.92
50,0,4550,0.92
50,0,4600,0.92
50,0,4650,0.92
50,0,4700,0.92
50,0,4750,0.92
50,0,4800,0.92
50,0,4850,0.92
50,0,4900,0.92
50,0,4950,0.91333336
50,0,5000,0.91333336
50,1,50,0.64
50,1,100,0.6333333
50,1,150,0.6533333
50,1,200,0.67333335
50,1,250,0.68666667
50,1,300,0.68
50,1,350,0.7133333
50,1,400,0.72
50,1,450,0.72
50,1,500,0.72
50,1,550,0.73333335
50,1,600,0.72
50,1,650,0.7266667
50,1,700,0.7266667
50,1,750,0.75333333
50,1,800,0.74666667
50,1,850,0.76
50,1,900,0.76
50,1,950,0.76
50,1,1000,0.7733333
50,1,1050,0.7866667
50,1,1100,0.7866667
50,1,1150,0.7866667
50,1,1200,0.8
50,1,1250,0.8066667
